19890;L'ARTE LUCE;ИТАЛИЯ;BELLE;L12422.08;Бра Belle настенное;Бра Belle;Светильники НАСТЕННЫЕ;L12422.08;1;шт;Бра;2;E14;60;Бра Belle, 2-х рожковое;классика;;;;;;;;;;60,3;;;54;;;;;19,4;;;;;;;Shiny antique gold foil+shiny antique silver foil;;;;;;;;4845;2;Светильники НАСТЕННЫЕ классика
19895;L'ARTE LUCE;ИТАЛИЯ;TOWER;L15122.25;Бра Tower настенное;Бра Tower;Светильники НАСТЕННЫЕ;L15122.25;1;шт;Бра;2;E14;60;Бра Tower, 2-х рожковое.;модерн;;;;;;;;;;35,5;;;34,5;;;;;17;;;;;;;Shiny black+gold plating;;;;;;;;2793;0;Светильники НАСТЕННЫЕ модерн
19898;L'ARTE LUCE;ИТАЛИЯ;CUBISM;L17922.24;Бра Cubism;Бра Cubism;Светильники НАСТЕННЫЕ;L17922.24;1;шт;Бра;2;E14;60;Бра Cubism, 2-х рожковое.;современный;;;;;;;;;;15,5;;;33,3;;;;;17;;;;;;;White grain silver+antique zelkova;;;;;;;;3480;1;Светильники НАСТЕННЫЕ современный
19902;L'ARTE LUCE;ИТАЛИЯ;CUPOLA;L16122.16;Бра Cupola настенное;Бра Cupola;Светильники НАСТЕННЫЕ;L16122.16;1;шт;Бра;2;E14;60;Бра Cupola, 2-х рожковое.;модерн;;;;;;;;;;41,8;;;63,5;;;;;17,5;;;;;;;Shiny umber+shiny red copper foil;;;;;;;;4380;19;Светильники НАСТЕННЫЕ модерн
19939;L'ARTE LUCE;ИТАЛИЯ;PISA;L55922.02;Бра Pisa двухрожковое;Бра Pisa;Светильники НАСТЕННЫЕ;L55922.02;1;шт;Бра;2;E14;60;Бра Pisa, двухрожковое.;классика;;;;;;;;;;47;;;56,9;;;;;27,7;;;;;;;Shiny white+gold foil;;;;;;;;7062;0;Светильники НАСТЕННЫЕ классика
19944;L'ARTE LUCE;ИТАЛИЯ;TORINO;L57722.88;Бра Torino;Бра Torino;Светильники НАСТЕННЫЕ;L57722.88;1;шт;Бра;2;E14;60;Бра Torino, двухрожковое.;модерн;;;;;;;;;;28;;;22,8;;;;;14;;;;;;;Dark brown;;;;;;;;3652;14;Светильники НАСТЕННЫЕ модерн
22165;L'ARTE LUCE;ИТАЛИЯ;CUPRUM;L35222.87;Бра Cuprum детское;Бра Cuprum;Светильники НАСТЕННЫЕ;L35222.87;1;шт;Бра;2;E14;60;Бра Cuprum, 2-х рожковое.;детская;220;;;;;;;;;12;;;36;;;;;9;;;;;;;;;;;;;;;2120;90;Светильники НАСТЕННЫЕ детская
22166;L'ARTE LUCE;ИТАЛИЯ;CUPRUM;L35227.87;Бра Cuprum детское;Бра Cuprum;Светильники НАСТЕННЫЕ;L35227.87;1;шт;Бра;2;E14;60;Бра Cuprum, 2-х рожковое.;детская;220;;;;;;;;;13;;;35;;;;;10;;;;;;;;;;;;;;;2027;136;Светильники НАСТЕННЫЕ детская
22167;L'ARTE LUCE;ИТАЛИЯ;CUPRUM;L35229.87;Бра Cuprum детское;Бра Cuprum;Светильники НАСТЕННЫЕ;L35229.87;1;шт;Бра;2;E14;60;Бра Cuprum, 2-х рожковое.;детская;220;;;;;;;;;20;;;88;;;;;13;;;;;;;;;;;;;;;3246;151;Светильники НАСТЕННЫЕ детская
26046;L'ARTE LUCE;ИТАЛИЯ;BONNARD;L12022.03;Бра Bonnard кованое;Бра Bonnard кованое;Светильники НАСТЕННЫЕ;L12022.03;1;шт;Бра;2;E14;60;Бра Bonnard, 2-х рожковое.;ковка;;;;;;;;;;38;;;40;;;;;22;;;;;;;;;;;;;;;4216;41;Светильники НАСТЕННЫЕ ковка
26052;L'ARTE LUCE;ИТАЛИЯ;COURBET;L15622.03;Бра Courbet кованое;Бра Courbet кованое;СВЕТИЛЬНИКИ БЫТОВЫЕ;L15622.03;1;шт;Бра;2;E14;60;Бра Courbet, 2-х рожковое.;ковка;;;;;;;;;;18;;;36;;;;;18;;;;;;;;;;;;;;;4101;41;СВЕТИЛЬНИКИ БЫТОВЫЕ ковка
26059;L'ARTE LUCE;ИТАЛИЯ;CHALET;L17822.03;Бра Chalet кованое;Бра Chalet кованое;Светильники НАСТЕННЫЕ;L17822.03;1;шт;Бра;2;E14;60;Люстра Chalet, 2-х рожковое.;ковка;;;;;;;;;;33;;;35;;;;;18;;;;;;;;;;;;;;;3491;39;Светильники НАСТЕННЫЕ ковка
2006;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;БРА BML;8152151804;Бра настенное;Бра;Светильники НАСТЕННЫЕ;AD71-22opB;1;шт;Бра;2;E27;40;Двухрожковое бра Berliner Messinglampen. Плафоны из двойного стекла. Арматура из латуни.;ар-деко;220;;;;;;;;;;;;;;;;;;;;;;;Opal glass;Berliner Messing;;;;;;;;27572;0;Светильники НАСТЕННЫЕ ар-деко
26825;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;БРА BML;a20-11opb;Бра настенное;Бра;Светильники НАСТЕННЫЕ;A20-11opB;1;шт;Бра;2;E27;40;Двухрожковое бра.;ар-деко;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;8102;1;Светильники НАСТЕННЫЕ ар-деко
26834;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;БРА BML;a56-123opb;Бра настенное;Бра;Светильники НАСТЕННЫЕ;A56-123opB;1;шт;Бра;2;E27;40;Двухрожковое бра.;ар-деко;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;13112;11;Светильники НАСТЕННЫЕ ар-деко
26856;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;БРА BML;ad142-113gsb;Бра настенное;Бра;Светильники НАСТЕННЫЕ;AD142-113gsB;1;шт;Бра;2;E27;40;Двухрожковое бра.;ар-деко;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;14792;2;Светильники НАСТЕННЫЕ ар-деко
26858;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;БРА BML;ad152-123opb;Бра настенное;Бра;Светильники НАСТЕННЫЕ;AD152-123opB;1;шт;Бра;2;E27;40;Двухрожковое бра.;ар-деко;;;;;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;13427;0;Светильники НАСТЕННЫЕ ар-деко
26860;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;БРА BML;ad288-123opb;Бра настенное;Бра;Светильники НАСТЕННЫЕ;AD288-123opB;1;шт;Бра;2;E27;40;Двухрожковое бра.;ар-деко;;;;;;;;;;44;;;86;;;;;33;;;;;;;;;;;;;;;29467;0;Светильники НАСТЕННЫЕ ар-деко
26861;BERLINER MESSINGLAMPEN;ГЕРМАНИЯ;БРА BML;ad532-22opb;Бра настенное;Бра;Светильники НАСТЕННЫЕ;AD532-22opB;1;шт;Бра;2;E27;60;Двухрожковое бра.;ар-деко;;;;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;12537;0;Светильники НАСТЕННЫЕ ар-деко
